dataset	architecture	distractor_name	cap_len	token_pos	chebyshev	cosine
mscoco	pre	med	8	3	7.679482	0.017252531866150115
mscoco	pre	med	8	4	7.7997427	0.017383553386558965
mscoco	pre	med	8	5	7.397699	0.011212906773159613
mscoco	pre	med	8	6	7.413571	0.013093773919681955
mscoco	pre	med	8	7	8.083568	0.02059891939492971
mscoco	pre	med	8	8	7.2672167	0.008736867009356804
mscoco	pre	med	9	0	7.727543	0.019397669660443147
mscoco	pre	med	9	1	8.817146	0.02967799495142418
mscoco	pre	med	9	2	8.056296	0.017946551894975554
mscoco	pre	med	9	3	7.9277496	0.01894220448619601
mscoco	pre	med	9	4	7.7473674	0.014626858473792715
mscoco	pre	med	9	5	7.8181653	0.015394718337045183
mscoco	pre	med	9	6	7.490301	0.011646104599249203
mscoco	pre	med	9	7	7.615859	0.013305522471199323
mscoco	pre	med	9	8	8.201509	0.020412137566509458
mscoco	pre	med	9	9	7.4628615	0.008696282041398025
mscoco	pre	med	10	0	7.702484	0.019348423510200004
mscoco	pre	med	10	1	8.875605	0.029576642180702575
mscoco	pre	med	10	2	7.8900266	0.017857049401361465
mscoco	pre	med	10	3	7.7942657	0.018135569547281075
mscoco	pre	med	10	4	7.8173857	0.01608571188276832
mscoco	pre	med	10	5	7.6688514	0.013778720061583524
mscoco	pre	med	10	6	7.564424	0.012459080079947856
mscoco	pre	med	10	7	7.635952	0.012692087332557441
mscoco	pre	med	10	8	7.7416463	0.0141132396982033
mscoco	pre	med	10	9	8.283345	0.02051040639751481
mscoco	pre	med	10	10	7.336903	0.00852096856033656
mscoco	pre	med	11	0	7.706634	0.019761844848593075
mscoco	pre	med	11	1	8.87706	0.030136188492178917
mscoco	pre	med	11	2	8.093062	0.01870282640059789
mscoco	pre	med	11	3	7.7902637	0.01803705481191476
mscoco	pre	med	11	4	7.7860036	0.016436914354562758
mscoco	pre	med	11	5	8.111927	0.017656504114468893
mscoco	pre	med	11	6	7.7997317	0.012638946995139122
mscoco	pre	med	11	7	7.925633	0.01585584506392479
mscoco	pre	med	11	8	7.791548	0.01244186908006668
mscoco	pre	med	11	9	7.8052106	0.013631351540486019
mscoco	pre	med	11	10	8.243107	0.021395145108302434
mscoco	pre	med	11	11	7.425889	0.008832149331768353
mscoco	pre	med	12	0	7.445203	0.018910662101133027
mscoco	pre	med	12	1	8.4817295	0.02863861435521258
mscoco	pre	med	12	2	7.7179456	0.016896990964012426
mscoco	pre	med	12	3	7.9428	0.0223187634544651
mscoco	pre	med	12	4	7.555457	0.015395540825641938
mscoco	pre	med	12	5	7.3100395	0.010897659472305409
mscoco	pre	med	12	6	7.4627447	0.013946269550462709
mscoco	pre	med	12	7	7.3223367	0.01289898331147911
mscoco	pre	med	12	8	7.5488477	0.012319035773729756
mscoco	pre	med	12	9	8.559515	0.017692789109083857
mscoco	pre	med	12	10	8.097075	0.014082958228396673
mscoco	pre	med	12	11	8.4330015	0.019482894100411964
mscoco	pre	med	12	12	7.4065256	0.007854244134721964
mscoco	pre	med	13	0	7.2732387	0.019414243490799614
mscoco	pre	med	13	1	8.492225	0.029960189176642376
mscoco	pre	med	13	2	8.207418	0.017318264297817066
mscoco	pre	med	13	3	7.4466352	0.021748674952465553
mscoco	pre	med	13	4	7.788272	0.01877423213875812
mscoco	pre	med	13	5	7.3750815	0.013942086178323498
mscoco	pre	med	13	6	7.4440346	0.014802245990089748
mscoco	pre	med	13	7	8.082779	0.018027217491813328
mscoco	pre	med	13	8	7.215918	0.011500371539074442
mscoco	pre	med	13	9	7.5468254	0.014855776144110638
mscoco	pre	med	13	10	7.8113246	0.018591118895489235
mscoco	pre	med	13	11	7.8998246	0.015185179917708687
mscoco	pre	med	13	12	8.229061	0.0243065331293189
mscoco	pre	med	13	13	7.2843456	0.009147317513175632
mscoco	pre	min	7	0	8.240673	0.021232731229676977
